place_id,review_type,user,rating,date,text,review_position,user_address,useful,cool,funny,user_link
wEYj3B_EH6JS6DbfmZQudw,recommended,Kevin K.,5,2023-12-04T07:35:16Z,"Very tasty. Great service. Nice environment.   
 
Strong recommended!

Too many characters need to do.",11,"Reno, NV",0,0,0,https://www.yelp.com/user_details?userid=6Q2wjEVWjHXHvR0SX6_Gjg
wEYj3B_EH6JS6DbfmZQudw,recommended,Ruth M.,5,2023-10-09T09:42:07Z,"This darling little restaurant serves fantastic food and very good wine. Reservations are a must! The vegetarian offerings are always excellent, which I appreciate.",12,"Christchurch, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=yNnb94PYU5mPEmEBihkDCA
wEYj3B_EH6JS6DbfmZQudw,recommended,Joseph G.,5,2023-02-25T06:12:32Z,Have to thank ChatGTP for the recommendation. What a cute little restaurant with fantastic food. Definitely make a reservation as this place gets busy.,13,"Orlando, FL",0,0,0,https://www.yelp.com/user_details?userid=jT3ZyI_kuc_4cwiLA2gVsA
wEYj3B_EH6JS6DbfmZQudw,recommended,Ken E.,5,2020-10-03T19:08:04Z,"Excellent dinner. You go upstairs to the restaurant which was a wee bit of a surprise as downstairs is merely a waiting area. Stater we had a superb ""special"" duck pate and fir main I had a wonderful fresh pea risotto, my partner loved the lamb rack. Sticky dare pudding was easily big enough to share and yummy too. Will be back for sure.",14,"Amsterdam, The Netherlands",1,0,0,https://www.yelp.com/user_details?userid=unMgZ_UBfvoe-_sO0GzLKw
wEYj3B_EH6JS6DbfmZQudw,recommended,Peter P.,5,2020-07-24T09:46:51Z,Great place hidden upstairs from Main Street of New Regent St. wonderful food and great ambience. Well worth the visit.,15,"Auckland, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=ZGm3kqcOxCqb_-Oop_esig
wEYj3B_EH6JS6DbfmZQudw,recommended,Nancy D.,5,2020-03-03T04:19:32Z,This restaurant and the food was amazing. I highly recommend it. Our waiter was Dean and he was extremely attentive and made great food recommendations. This was our best dinner in New Zealand.,16,"Lutz, FL",0,0,0,https://www.yelp.com/user_details?userid=EDNCpOadxZjCT391tJwmFA
wEYj3B_EH6JS6DbfmZQudw,recommended,Steve M.,5,2020-02-27T12:20:20Z,"This restaurant will not disappoint you. Before going I searched Yelp and found Twenty Seven Steps with super ratings/reviews. The appearance of the restaurant is a bit underwhelming but that just added to its appeal. We had the mushroom risotto and grouper, their fish of the day. Both dishes were excellent and cooked to perfection. The staff was friendly and very efficient. I highly recommend this restaurant.",17,"Stafford, VA",0,0,0,https://www.yelp.com/user_details?userid=9fYHxaFFyTl3r2fDIQEUaQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Justin Y.,2,2020-02-16T19:19:25Z,"Alright so I hate to be the dissenter but this place was just ok for me. The food tasted great but the portions were exceeding small. I got the lamb rack which was four pieces, each with meat about the size of a cherry tomatoe (see picture). There was a small serving of potatoes and a meatball as well with veggies. At $42, it was definitely overpriced. I have had bigger portions at about half the price for the same taste elsewhere in NZ. The service was hectic and spotty. I think they may have taken the modern European thing a bit too far.",18,"La Cañada Flintridge, CA",0,0,0,https://www.yelp.com/user_details?userid=pCUGiu2fuiFu49aKjs9icQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Yubo Z.,5,2019-12-18T05:38:52Z,"Lamb kidney surprised us the most. Rich flavor, well combined, please order one if you feel like trying something new today. Beef fillet is above average. Overall the food was good, but seatings are all very close to each other. You can easily get bumped by people walking by.",19,"San Mateo, CA",0,0,0,https://www.yelp.com/user_details?userid=kjSISRREAulrAsT_ayk-2Q
wEYj3B_EH6JS6DbfmZQudw,recommended,Nicolas L.,4,2019-11-04T21:43:39Z,"My wife and I recently had a nice dinner at Twenty Seven Steps. During our visit I ordered the White Onion, Cider & Apple Soup, the Roast Canterbury Lamb Rack, and the Black Forest & Dark Chocolate Delice. The soup was rich, flavorful, and lightly sweet. The lamb was juicy and tender and paired with a seasoned meatball, savory mashed potatoes, and tender veggies. The chocolate delice featured rich chocolate, fresh juicy strawberries and cherries, and creamy ice cream. Overall, Twenty Seven Steps is a quality spot for a nice dinner.",20,"Lakeland, FL",4,4,2,https://www.yelp.com/user_details?userid=4e9-roUfqfa7fp3zdMKDvw
wEYj3B_EH6JS6DbfmZQudw,recommended,Debra O.,5,2019-10-17T16:43:33Z,This was a real treat during my visit to New Zealand and Christchurch in particular.  Delicious and unique flavors.  Wait staff very helpful and friendly.,21,"Rowlett, TX",0,0,0,https://www.yelp.com/user_details?userid=dZpLwqrcU4ywjrrvJTaohQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Nickie A.,5,2019-10-01T21:08:34Z,"Our daughter made this reservation for us while visiting New Zealand and we are so happy she did!  It's not easy to find, but oh so worth it.  My husband had the Venison and I had the Lamb.  Both were cooked to perfection.  Our wine from the region was perfect, too.  Service was amazing too.  If you visit Christchurch, New Zealand, you must eat here, however, make sure you make reservations, since it's always full.",22,"Whitacre, VA",2,2,0,https://www.yelp.com/user_details?userid=C-PRPOAjVrUk7Li9fdqqgg
wEYj3B_EH6JS6DbfmZQudw,recommended,Bradley R.,5,2019-08-25T01:59:43Z,"Sometimes I am completely surprised by how good restaurant is when it looks more like a bistro - this was one of those times. During our visit to Christchurch we found several interesting places to eat and wanted to make our last night special by choosing this locally well rated restaurant. 

As the name suggests, you enter by climbing 27 steps to find a very small space with minimalist furnishings of very simple tables and chairs. A small complete bar is to your right as you enter - we were quickly seated at a postage stamp sized table. The menu is basically what the chef fancies to prepare for dinner - so on-line menus just list items that are basic rather than recommended for each evening. I enjoy one of the best prepared filet Mignons I have eaten in a long time and shared some of my wife's risotto and a house made bread to make a wonderful tasting meal! Although they were very busy, our server took her time with us to ensure we got the best of what they had to offer - including a very tasty Pinot Noir fro the region. 

Highly recommend and will be back!",23,"Pasadena, TX",1,1,0,https://www.yelp.com/user_details?userid=Y0Cu8jBJsdpwqRQReLx35Q
wEYj3B_EH6JS6DbfmZQudw,recommended,Richard S.,4,2019-08-01T03:34:04Z,"Very popular and thus crowded Christchurch bistro, upstairs (27 steps--get it?) from the pedestrian restaurant street. Good but not memorable food. The usual friendly and sincere New Zealand service. It was an enjoyable dinner.",24,"Portland, OR",0,0,0,https://www.yelp.com/user_details?userid=BvinRSbBlgNQRd1ZXFSOkg
wEYj3B_EH6JS6DbfmZQudw,recommended,Siobhan E.,4,2019-07-21T10:01:00Z,"Delicious food and lovely atmosphere upstairs on New Regent St. However, the waitress we had tonight was very abrupt and did not seem very genuine at all. I know it can be tiring working in hospitality but we did not feel like valued customers even though we were paying the $$$ prices. We were hurried through our entree and main, and the request of dessert was hurried. We said no to dessert as we weren't ready, and the bill immediately came to the table. We hadn't finished our drinks and felt like we were just being pushed out the door. We had a reservation by the way, 6pm, Sunday night. Hardly a peak busy night where they are trying to turn people through quickly. Otherwise service was prompt and ""polite"" enough. But not warm or inviting. 
Anyway - if you've made it this far - the food was so lovely! I had pan seared scollops with pork belly and a perfectly cooked beef fillet with potato gratin. 
4 stars because of the waitress's attitude.",25,"Darwin, Australia",0,0,0,https://www.yelp.com/user_details?userid=7AH_Mja2lPWDstswzqjdGg
wEYj3B_EH6JS6DbfmZQudw,recommended,Ali H.,5,2019-07-04T18:45:35Z,"I enjoyed a fabulous dinner with family and friends here. We booked the second sitting (7.30pm) and were seated at a very nice table. There is a blackboard menu and menus on the table, then staff make sure they explain the dishes also - this is very helpful as people receive information in different ways, a good idea. We enjoyed marvellous food - entrees were Scallops, Soup and Pork, then main courses were Angus steak, Venison and Risotto - all were served beautifully and totally divine. We were treated with friendly but professional and respectful service throughout the evening. The serving staff, particularly Natalie, were thoroughly delightful. Natalie paid particular attention to my brother, whose birthday we were there to celebrate. Thank you - I look forward to coming again.",26,"Wellington, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=zqeOwIpO1a2IUXkU8s1oyg
wEYj3B_EH6JS6DbfmZQudw,recommended,JP N.,5,2019-04-23T18:32:25Z,"Call. If you can't get through, email. But if you are a foodie and you're in Christchurch, EAT HERE. The food is spectacular. The chef prepares interesting, locally sourced masterpieces paired with an excellent wine list.  The two appetizers (entrees for our friends from everywhere else) we chose were a scallop special and the calamari. Both were creative, smart and delicious.  The mains were a special risotto of pears and spring onions and ricotta that tasted so much like freshness on a plate, and the venison special, which melted in our mouths.  Dessert (embarrassing, I know, that we kept eating) was a blood orange crème brûlée that we just couldn't resist. Service was attentive and fun. Decor is minimal and chic. Get here. Don't miss it.",27,"Great Kills, Staten Island, NY",2,0,0,https://www.yelp.com/user_details?userid=j71dhbsJSqN4TseEcAZqAQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Patricia T.,5,2019-03-24T13:55:06Z,"We just happened upon this place during our visit, and last stop, in Christchurch. it seemed slow in dead on the first floor but we were led up to the second floor and saw how packed and lively it was! We decided to split three courses, all were exceptional. The first course we ordered were are the sautéed lamb kidneys, something neither of us have had before and it was so flavorful very tender. We have been so impressed with the meat in New Zealand so we ordered the aged Canterbury 200g beef cooked medium rare. Wow. You will taste nothing like this in the United States. Highly recommend!!!! For dessert, we ordered one of their seasonal selections which had a confit pear, ice cream, caramel popcorn, and praline. All plated so beautifully.",28,"Dallas, TX",1,0,0,https://www.yelp.com/user_details?userid=pJ9j5Nr7SMqlFLjrqJa3SQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Ashley M.,5,2019-03-22T22:26:10Z,"If you don't have a reservation, come early because they are packed (and with good reason). The food was HEAVENLY - I had the risotto of the day and will dream about it for years to come. The scallops were phenomenal and juicy, I would highly recommend them. The salmon pâté was also delicious. Overall, one of the best meals I've ever had.",29,"CO, CO",0,0,0,https://www.yelp.com/user_details?userid=-cVFO8dmTVH2P2BdWAQoqQ
wEYj3B_EH6JS6DbfmZQudw,recommended,John W.,5,2019-03-11T19:59:23Z,Recommend reservations if you want to attend here. I would give it 6 out of five. The food is sublime and both meals we ordered was as fresh as could be and melted in the mouth. The before dinner bread was so perfectly soft it was like cake. Very nice asthetic to this place and yes its romantic. Meals are higher priced around $40 dollars but you see where the money goes in the quality. Very popular.,30,"Leeston, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=Mf9iQIeX07DkFWqPMUf2rw
wEYj3B_EH6JS6DbfmZQudw,recommended,David M.,5,2019-03-04T07:26:45Z,The meals were superb and they were extremely flexible and accommodating with our dietary needs.The staff was very freindly and professional and service was excellent. I would highly recommend this restaurant.,31,"Danville, CA",0,0,0,https://www.yelp.com/user_details?userid=YdKP_3uhYRci_6WgUw_uUQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Gordon W.,5,2019-03-02T02:58:18Z,"This restaurant is great for vegetarians too!  We started with a salad.  Had the risotto and a plate with a whole slow roasted beet, smoked shredded potato, cashew cream and greens.  It was magnificent and tasted so much better than it reads.  Menu changes based on freshest available.  I would trust them to always create something fantastic.  Great selection of wines by the glass with knowledgeable servers.  Service and atmosphere are relaxed, comfortable and professional.  I would go back right now for the same dishes.",32,"Walnut Creek, CA",0,0,0,https://www.yelp.com/user_details?userid=OdkQnExgrEi2n6wbkn6lvQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Jeff R.,5,2018-10-30T07:29:12Z,"Our whole party of 4. Thoroughly enjoyed our meal. Risotto, lamb x2, fish. Topped it off with a bottle of wine from Hawkes Hill.",33,"Bremerton, WA",0,0,0,https://www.yelp.com/user_details?userid=ppKKM7ppbypN-vjZyfQJ6A
wEYj3B_EH6JS6DbfmZQudw,recommended,Heather P.,5,2018-09-24T08:35:20Z,"We had one meal in Christchurch before leaving the next morning for home and I'm so glad we chose 27 Steps. We walked in at the opening time of 5pm as we didn't have reservations and for the entire hour we were there a handful of tables were seated during that time; Pro Tip: have an early dinner! We had the scallop and chorizo app, 300g rib eye special, and a couple cocktails. The star of the show was the Rib Eye with duck fat and horseradish cream; I have lived in the Midwest US for the past 5 years and I thought it was in definite competition with steak I have had in the meat Mecca, which is saying a lot. Sadly we didn't stay for dessert but they had several that I considered, get one so I can live vicariously thru you.",34,"Hanover, MD",1,0,0,https://www.yelp.com/user_details?userid=khMy2utlvRq3nY5oAe0reg
wEYj3B_EH6JS6DbfmZQudw,recommended,Erika R.,5,2018-09-21T10:40:19Z,"We made reservation for Friday night for 3. Depsite the place being pretty busy, service was great.  They start you off with wonderfully fresh sourdough pumpkin hummus bread.  They also had a pretty extensive wine list with delicious selections!

The most delicious part of our meal was the chargrilled chicory, cauliflower, dates with a coconut yogurt (tasted like lemon ricotta cheese) and organic greens.  

We also had the soup or the day - which was yam with spinach and buttermilk topped with amazing pesto. Delicious and warm - perfect for a cold night. We alsohad the special appetizer of the day - scallops with chorizo. The scallops were a tad small - but I always feel like restaurants overcharge for scallops - so this was somewhat to be expected. We finished off with the beef fillet with vegetables, potato and Yorkshire pudding.  The beef fillet was cooked perfectly and since we got the leaner cut of meat, they added camembert cheese - yum!",35,"Ventura, CA",0,0,0,https://www.yelp.com/user_details?userid=2XQJKxAwMLXoiGqfol8M_Q
wEYj3B_EH6JS6DbfmZQudw,recommended,Cindy C.,5,2018-08-14T23:14:28Z,"Nice atmosphere and recommendation for the Pinot Noir. Servers were very friendly and the lamb was delicious.
Came on a Tuesday night at 6pm and it was nearly empty. Highly recommend if you want to have a nice, quiet weekday dinner at a good local restaurant.",36,"Bellevue, WA",1,0,0,https://www.yelp.com/user_details?userid=wJO3aNkWWauw8berbCfOOg
wEYj3B_EH6JS6DbfmZQudw,recommended,Navaz K.,5,2018-05-25T09:41:47Z,"Had a fantastic meal here. I got the lamb and hubby got the steak--all were delicious and paired wonderfully with wine by our server. Service was also fantastic, friendly, and very knowledgeable about the food, wine, and the general area. Would definitely go back if in the area again!",37,"La Jolla, CA",0,0,0,https://www.yelp.com/user_details?userid=rUGa7-hPyA39925IyICVJw
wEYj3B_EH6JS6DbfmZQudw,recommended,Christine D.,5,2018-03-27T00:04:57Z,"We dined here on our first evening in Christchurch. Reservations are recommended. The restaurant is located upstairs. There is a bar on the lower level as well as a small one upstairs. They serve fresh homemade bread! Your first serving is complementary with your meal order. Otherwise you are charged for second helpings. The food was fresh and delicious. The specials are wonderful. Everything from the starters all the way to the dessert was superb! If we come to NZ again we will definitely come back!

Great Date place!",38,"Crockett, CA",1,0,0,https://www.yelp.com/user_details?userid=EhR6IzTrSyKUQDuHMkfakA
wEYj3B_EH6JS6DbfmZQudw,recommended,Jeannette N.,4,2018-02-25T19:56:46Z,"I was lucky to get a table when I walked in around 5:45pm. The restaurant wasn't too busy then but within 15 minutes it was packed! You definitely need a reservation, especially if you're coming in after 6pm.

They start you off with a thick piece of herby bread and butter and a jug of lemon water. To drink I tried a glass of the ""skin ferment"" wine, which I'd never heard of, but the servers insisted it was worth a try. It has a reddish orangey color, kind of like rum punch. And it tastes a bit like fruit juice or cider. It wasn't bad! I don't know that I would order it again with dinner, but it could be a fun drink-outside-with-your-friends wine, like rosé's cousin.

For dinner I went with the herb crusted salmon over a bed of roasted potatoes, tomatoes, and capers. It was pretty good, but I wasn't able to finish it. The salmon portion was huge and it was just drenched in herbs; too much for my taste. The potatoes and tomatoes were on point though!

Service is friendly, but slow. It took awhile for my order to be taken, and my wine came after my food. 

Overall a decent dinner. I'd be curious to try some of their other dishes.",39,"Brooklyn, NY",0,0,0,https://www.yelp.com/user_details?userid=Xp0gC-xpP7iEKTNXCM6WZw
wEYj3B_EH6JS6DbfmZQudw,recommended,D L.,5,2018-01-14T01:39:33Z,The place is always packed so book ahead. But certainly worth the wait if you don't mind. The food was top notch - we had the beetroot soup which was beyond belief. Everything we ordered - including bread - was Michelin worthy. Highly recommended. Not the perfect place for dates though as it gets quite busy and a bit loud for romantic conversations.,40,"Los Angeles, CA",0,0,0,https://www.yelp.com/user_details?userid=fbA8BgUV7z5gLwy1XhiZ2Q
wEYj3B_EH6JS6DbfmZQudw,recommended,Cathy S.,5,2017-11-20T19:15:22Z,"This place is delish. We have been here a few times and I've liked everything we have ordered! The wine is good and I didn't feel it was super overpriced.

I'm not a big lamb fan but when my fiancé got it, I had to try. It was cooked well, melt in your mouth, and not overly lamby. I know that sounds weird but I find lamb has a very strong, pungent taste.

Definitely a must when on new regent street and Christchurch CBD in general. Just don't count the steps and you won't be disappointed.",41,"Glendale, AZ",1,0,0,https://www.yelp.com/user_details?userid=r0rw0xiwVRRKHz3wUcCZqA
wEYj3B_EH6JS6DbfmZQudw,recommended,Rami B.,5,2017-03-22T08:57:13Z,"Incredible rack of lamb. Probably the best I've had! Great service, ambience and presentation. Highly recommended, even if you find yourself in Christchurch for a day or so.",42,"Cupertino, CA",0,0,0,https://www.yelp.com/user_details?userid=ntC4Cs6s1dbBDjwafZAptQ
wEYj3B_EH6JS6DbfmZQudw,recommended,Lauren T.,5,2017-01-10T09:18:49Z,"Wow! So many good things to say about this place. Definitely make a reservation as it is a cozy place with limited seating. 

To begin, the decor is adorable and welcoming; the staff is super friendly and attentive; and the seating is comfortable and cozy. 

I sat alone, but had great conversation with the different staff. One of my servers discussed my wine tastes before letting me try two before settling on a glass. Both of her picks were spot on AND she let me know that a bottle was open that was not normally open so I could try a glass of that, as well. Really great service there. 

Let's start with the bread- homemade heaven with butter. Crumbles in your mouth. I don't normally eat bread- this bread is bomb.

I was having trouble deciding on the menu since everything that was delivered near me looked and smelled amazing. 

I settled on the roasted red capsicum tomato and red onion soup with got cheese, terragon and lemon creme fraiche. While not a fan of goat cheese (AT ALL) this was a delight hunt of flavor in a wonderful soup. It's light and creamy but still satisfying and bursting with flavor. They also let me get a *teacup* size since I didn't want to ruin my appetite on the starter. 

For the main, I chose the Pan fried salmon with capers, garlic crush potatoes, summer veg, and a banana prawns + lobster Marie Rose sauce topped with a cucumber salsa. The salmon fell apart on my plate. Even the roasted tomatoes on the side were amazing. 

I've had salmon 4 times while traveling NZ- this one takes the cake by far. This meal was fabulous and a great way to close out my New Zealand adventure.",43,"Dallas, TX",1,1,0,https://www.yelp.com/user_details?userid=YGcUF64YqnvQb9kwGLth2A
wEYj3B_EH6JS6DbfmZQudw,recommended,Cindy H.,5,2016-06-09T10:10:29Z,"Came here for dinner on a Thursday night. The interior had a good ambience and felt cozy. Had to wait until 7:30 for the theatre crowd to finish dinner but the dinner itself was amazing.
We ordered the seared ox tongue special, rack of lamb, risotto, and an affogato with ameratto.
Each dish was splendid, especially the ox tongue. Perfectly cooked inside, lightly seared outside. Would recommend to anyone visiting Christchurch.",44,"Toronto, Canada",0,0,0,https://www.yelp.com/user_details?userid=cbGOTYFn4tZrfaDsNc-4Sw
wEYj3B_EH6JS6DbfmZQudw,recommended,Allison W.,5,2016-06-06T02:04:01Z,Wonderful service and the food was awesome. Loved supporting this business in central Christchurch while we were on holiday.,45,"Chicago, IL",0,0,0,https://www.yelp.com/user_details?userid=h1dwawhwWMerDlCmC_BjAA
wEYj3B_EH6JS6DbfmZQudw,recommended,Jessica E.,5,2016-03-03T07:52:44Z,"Food was incredible, service was great and we never felt rushed even though they began to get busy during our time there.  Was a bit pricey but we think worth every penny!",46,"Bozeman, MT",0,0,0,https://www.yelp.com/user_details?userid=hnX7SmJLX65ER4GVwXbWew
5ZOai8-HCajxJ4gnjqsAdw,recommended,Susan C.,5,2025-03-02T00:24:33Z,Old Government Building (OGB). Service. Food. Staff all top notch for the higher end foodie.,1,"Scottsdale, AZ",0,0,0,https://www.yelp.com/user_details?userid=l3kd-cW73Rm33VbD4ip-_g
5ZOai8-HCajxJ4gnjqsAdw,recommended,Ruth M.,5,2023-10-09T09:37:42Z,"Charming and cozy decor, reliable service, good music. It's a great place for cocktails.",2,"Christchurch, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=yNnb94PYU5mPEmEBihkDCA
5ZOai8-HCajxJ4gnjqsAdw,recommended,Dave S.,4,2021-05-14T00:26:16Z,"Funky hip bar. Inside area very small but great atmosphere. Outside nice seating with blankets but cold in winter. 

Great bartender who mixed s mean martini. 

Food options good but a lot of fried food. Broccoli I delicious as were prawns. 

Only let down by slowish inattentive service - although friendly when there.",3,"Paraparaumu, New Zealand",0,0,0,https://www.yelp.com/user_details?userid=sfIGgz__NRRNvUB5tlg0CQ
5ZOai8-HCajxJ4gnjqsAdw,recommended,Michelle D.,5,2019-12-31T01:05:34Z,Had lunch here with my family and was surprised by the vegan options! I ordered a charcuterie board made of plant based foods and also tofu fried chicken. Both were great and there were still many great options for those who are not vegan (the rest of my family enjoyed their non-vegan food).,4,"Flowery Branch, GA",0,0,0,https://www.yelp.com/user_details?userid=Gk-3p64F3JKX8vP8FrsqkA
5ZOai8-HCajxJ4gnjqsAdw,recommended,Amir H.,5,2019-06-03T06:41:01Z,Awesome food and i love the hospitality and food of this place. This is my hang out spot when i am in Christchurch. And they have amazing Bloody Mary's for breakfast!,5,"Mount Prospect, IL",0,0,0,https://www.yelp.com/user_details?userid=0FsTczgTuvUTtuQb66n5FA
5ZOai8-HCajxJ4gnjqsAdw,recommended,Scott M.,5,2019-02-24T03:02:34Z,"We were looking for a nice place for lunch on a sunny yet cool and blustery Saturday yesterday. While cool, we opted to eat outside and it was perfect.  We both chose the fried chicken burger. It came with fries.  Sounds simple and boring, but no, it was amazing.  The burger was not, I believe, a single piece of chicken breast. It seemed to be various nice pieces of well trimmed chicken that had been, with the help of cheese, formed into a patty and then breaded and fried. It was topped with thinly sliced pickled onions, like the pink ones you get in Mexico, mild dill pickle and thinly sliced red chilies.  It was not super spicy hot, but perfectly spiced up the sandwich. Wonderful!  The fries were simply amazing.  Thick cut and freshly prepared, they were served with a bowl of large grain sea salt on the side along with a small container of ketchup.  I'm not sure what had been added to the ketchup, but it had a very unique and very tasty combination that complimented the fries as well.   The burgers were NZ $22 each (US 15) and worth every penny.  We had an amazing New Zealand Riesling from Pegasus Bay winery near Christchurch.  It's famous winery & top rated Riesling.  So depending on what you want for a beverage will determine your bill, but for us, this place was great value for money and a very memorable tasty lunch",6,"Aliso Viejo, CA",1,0,0,https://www.yelp.com/user_details?userid=g0me9jNTATGzpQaLg9SCPA
5ZOai8-HCajxJ4gnjqsAdw,recommended,Jack H.,5,2019-01-24T03:29:39Z,Stopped for lunch while taking in Christchurch.  Nice place with outdoor seating.   The lamp was nicely done.  The service excellent.   I liked it.,7,"Greenville, SC",0,1,0,https://www.yelp.com/user_details?userid=iDqJYHjjB6xRXUCAO6MJkA
5ZOai8-HCajxJ4gnjqsAdw,recommended,Mary R.,5,2019-01-06T04:06:33Z,Wow! how can I be first to be review? OGB is great.  They are in a great spot in the reviving Central Christchurch. On a nice day you can sit outside and if the weather is poor they have cozy indoor seating.  Our guide recommended the place for cocktails and he was right.  We enjoyed a platter and cocktails one afternoon and came back for breakfast on another day. The food was tasty and they were able to accommodate our vegan-gluten free daughter.,8,"Battle Ground, WA",0,0,0,https://www.yelp.com/user_details?userid=MO51KiOwzG_1IEgO6GL29Q
